"length"	"gene_num"	"phyla"	"in_num"	"out_num"	"quality"	"mro"	"mip"
"XiaWC_2022_W-7__bin.26"	2124749	1807	"p__Bacteroidota"	102	27	99.52	0.478420677614728	2.21708619374523
"XiaWC_2022_W-7__bin.2"	6019634	5157	"p__Bacteroidota"	154	39	94.99	0.439194123650056	2.96979405034325
"XiaWC_2022_W-7__bin.33"	4399536	4276	"p__Pseudomonadota"	223	41	86.74	0.416979796462599	2.88192219679634
"XiaWC_2022_W-7__bin.35"	2026420	1897	"p__Bacteroidota"	80	26	79.35	0.511843826593856	2.84729214340198
"XiaWC_2022_W-7__bin.4"	5574778	5515	"p__Pseudomonadota"	247	41	82.04	0.438254742299542	3.37986270022883
"XiaWC_2022_W-7__bin.9"	2174635	1712	"p__Bacteroidota"	104	21	99.64	0.510527330786054	1.95270785659802
"XiaWC_2022_X-31__bin.102"	1862361	1805	"p__Bacillota_A"	131	19	93.11	0.589007588169819	0.697025171624714
"XiaWC_2022_X-31__bin.105"	1528993	1442	"p__Bacillota_A"	120	11	97.99	0.61063224267683	0.984897025171625
"XiaWC_2022_X-31__bin.13"	2142458	2054	"p__Bacillota_A"	136	23	92.89	0.568367886533852	1.93623188405797
"XiaWC_2022_X-31__bin.16"	6092459	4815	"p__Bacteroidota"	131	30	95.79	0.514378864523847	2.80396643783371
"XiaWC_2022_X-31__bin.1"	1798040	1676	"p__Actinomycetota"	138	21	73.35	0.578148553840689	1.69733028222731
"XiaWC_2022_X-31__bin.20"	1425242	1451	"p__Bacillota_A"	107	24	64.98	0.560453451949257	3.02456140350877
"XiaWC_2022_X-31__bin.26"	2456181	2141	"p__Spirochaetota"	99	12	98.59	0.562324961145429	1.28970251716247
"XiaWC_2022_X-31__bin.28"	2011103	1924	"p__Bacillota_A"	157	21	88.89	0.574918515172201	1.93577421815408
"XiaWC_2022_X-31__bin.38"	5131275	3996	"p__Bacteroidota"	151	29	80.38	0.520552136272647	2.21662852784134
"XiaWC_2022_X-31__bin.40"	1261870	1110	"p__Bacillota_A"	101	13	83.47	0.55913157927709	2.15453852021358
"XiaWC_2022_X-31__bin.43"	2944747	2740	"p__Bacillota_A"	122	22	73.95	0.558309648043921	1.31884057971015
"XiaWC_2022_X-31__bin.47"	1783240	1644	"p__Bacillota_A"	125	20	96.72	0.611581650836108	1.0839054157132
"XiaWC_2022_X-31__bin.4"	1551561	1490	"p__Bacillota_A"	90	15	78.87	0.574282255090422	0.872463768115942
"XiaWC_2022_X-31__bin.55"	1529084	1424	"p__Bacillota_A"	112	16	86.33	0.591270777242127	0.718382913806255
"XiaWC_2022_X-31__bin.63"	3422084	3205	"p__Bacillota_A"	154	30	87.28	0.575605926171374	2.29900839054157
"XiaWC_2022_X-31__bin.69"	2939567	2841	"p__Bacillota_A"	147	15	98.32	0.610306951498523	1.58504958047292
"XiaWC_2022_X-31__bin.70"	2867725	2732	"p__Bacillota_A"	144	26	85.88	0.606806225736812	1.87337909992372
"XiaWC_2022_X-31__bin.71"	2003152	1798	"p__Bacillota_A"	153	20	98.44	0.592133850550186	1.46483600305111
"XiaWC_2022_X-31__bin.72"	1926705	1933	"p__Bacillota"	136	26	86.6	0.548622981036356	2.83508771929825
"XiaWC_2022_X-31__bin.75"	1851933	1833	"p__Bacillota_A"	98	11	75.61	0.565839938451165	1.10129672006102
"XiaWC_2022_X-31__bin.77"	1354051	1253	"p__Bacillota"	79	10	75.76	0.548287695258979	1.29733028222731
"XiaWC_2022_X-31__bin.7"	1576031	1367	"p__Bacteroidota"	90	20	94.78	0.464628135986345	2.04286803966438
"XiaWC_2022_X-31__bin.81"	2351259	2189	"p__Bacillota_A"	121	19	99.15	0.575041438588162	1.04713958810069
"XiaWC_2022_X-31__bin.88"	2410665	2337	"p__Bacillota_A"	143	26	95.89	0.571529008661708	2.14508009153318
"XiaWC_2022_X-31__bin.91"	1195436	1093	"p__Bacillota_A"	101	20	95.28	0.538147195018607	1.63325705568268
"XiaWC_2022_X-31__bin.97"	1402546	1348	"p__Bacillota_A"	95	13	54.65	0.557625130004692	1.06346300533944
"XiaWC_2022_X-31__bin.99"	1937470	1704	"p__Bacillota_A"	136	18	98.12	0.588563976775785	1.73424866514111
"XiaWC_2022_X-33__bin.10"	1883979	1826	"p__Bacillota_A"	129	18	86.41	0.56818363772251	2.03508771929825
"XiaWC_2022_X-33__bin.15"	1650569	1564	"p__Bacillota_A"	107	18	92.67	0.611987386611217	1.10038138825324
"XiaWC_2022_X-33__bin.16"	1889844	1613	"p__Bacteroidota"	106	28	99.95	0.493152818467658	2.20579710144928
"XiaWC_2022_X-33__bin.1"	780190	793	"p__Actinomycetota"	79	6	59.19	0.496361236262804	0.668192219679634
"XiaWC_2022_X-33__bin.23"	1323503	1182	"p__Bacillota_A"	100	14	97.61	0.572119811681562	0.655835240274599
"XiaWC_2022_X-33__bin.24"	2231574	2009	"p__Bacillota_C"	158	34	99.64	0.526961573371013	2.97589626239512
"XiaWC_2022_X-33__bin.25"	1671760	1519	"p__Bacillota_A"	83	19	67.83	0.544453226987244	1.13455377574371
"XiaWC_2022_X-33__bin.2"	1227260	1293	"p__Bacillota_A"	95	17	56.96	0.549652876466274	1.15438596491228
"XiaWC_2022_X-33__bin.31"	2266913	2209	"p__Bacillota_A"	112	18	90.08	0.59208311086185	1.18215102974828
"XiaWC_2022_X-33__bin.39"	1953745	1665	"p__Bacteroidota"	94	25	99.32	0.491610366685639	1.83508771929825
"XiaWC_2022_X-33__bin.3"	1514545	1547	"p__Bacillota_A"	114	18	69.79	0.49406219141709	1.35423340961098
"XiaWC_2022_X-33__bin.46"	1984942	1834	"p__Bacillota_A"	101	18	85.64	0.59870419966573	1.14797864225782
"XiaWC_2022_X-33__bin.59"	1455825	1368	"p__Bacillota_A"	79	12	96.3	0.498169347368151	1.3676582761251
"XiaWC_2022_X-33__bin.73"	1053711	1162	"p__Bacillota"	47	11	53.67	0.403925962309356	0.822425629290618
"XiaWC_2022_X-33__bin.78"	4383660	3564	"p__Bacteroidota"	117	26	88.68	0.492909697173138	2.4370709382151
"XiaWC_2022_X-33__bin.81"	2596135	2406	"p__Bacillota_A"	107	16	88.04	0.556497035617131	1.06285278413425
"XiaWC_2022_X-33__bin.86"	1502561	1468	"p__Bacillota_A"	109	19	91.89	0.593063038340319	2.01800152555301
"XiaWC_2022_X-33__bin.87"	1465561	1268	"p__Bacillota_A"	119	18	75.6	0.596656886280717	1.98764302059497
"XiaWC_2022_X-33__bin.93"	1325894	1383	"p__Bacillota_A"	100	19	83.43	0.548032100081777	1.12356979405034
"XiaWC_2022_X-33__bin.98"	2114764	1859	"p__Bacillota_A"	154	25	96.48	0.572129295194056	2.33760488176964
"XiaWC_2022_X-33__bin.99"	2212768	1941	"p__Bacillota_A"	119	16	94.31	0.598918635983909	1.2509534706331
"XiaWC_2022_X-36__bin.21"	2201360	2008	"p__Bacillota_A"	129	20	92.92	0.582709785012449	1.40259344012204
"XiaWC_2022_X-36__bin.25"	1535145	1540	"p__Bacillota_A"	109	17	84.52	0.574278444265878	1.46483600305111
"XiaWC_2022_X-37__bin.11"	1226589	1281	"p__Bacillota_A"	119	11	66.35	0.518603441321238	2.42700228832952
"XiaWC_2022_X-37__bin.12"	2978493	2798	"p__Bacillota_A"	132	22	90.85	0.563945440693128	1.78093058733791
"XiaWC_2022_X-37__bin.1"	2223497	2023	"p__Bacillota_A"	127	16	71.85	0.604663762879293	1.78947368421053
"XiaWC_2022_X-37__bin.23"	1231438	1226	"p__Bacillota_A"	109	19	92.78	0.59255048117118	1.60900076277651
"XiaWC_2022_X-37__bin.28"	1742547	1582	"p__Bacillota_A"	101	17	85.95	0.51661916161418	1.15423340961098
"XiaWC_2022_X-37__bin.29"	1839446	1710	"p__Bacillota_A"	118	17	96.21	0.609653827501933	1.02593440122044
"XiaWC_2022_X-37__bin.37"	2153565	1974	"p__Bacillota_A"	156	20	73.82	0.561463865986804	1.81052631578947
"XiaWC_2022_X-37__bin.41"	1114093	1247	"p__Bacillota"	58	6	75.89	0.482965979490683	0.328756674294432
"XiaWC_2022_X-37__bin.46"	2181226	1980	"p__Bacillota_A"	92	19	82.45	0.542165811050565	1.55240274599542
"XiaWC_2022_X-37__bin.47"	1925826	1985	"p__Bacillota_A"	153	27	86.68	0.562402828664844	1.73302822273074
"XiaWC_2022_X-37__bin.50"	1857250	1620	"p__Bacillota_A"	117	16	96.51	0.620687153665597	1.53073989321129
"XiaWC_2022_X-37__bin.52"	2202476	2047	"p__Bacillota_A"	106	17	93.54	0.58088940398569	1.01632341723875
"XiaWC_2022_X-37__bin.58"	1762384	1790	"p__Bacillota_A"	136	20	52.94	0.538221003411424	1.73607932875667
"XiaWC_2022_X-37__bin.5"	2034104	1890	"p__Bacillota_A"	98	24	80.27	0.570666636784458	2.04912280701754
"XiaWC_2022_X-37__bin.61"	1876818	1769	"p__Bacillota_B"	112	25	86.21	0.575887513796561	1.16628527841342
"XiaWC_2022_X-37__bin.62"	1895134	1775	"p__Bacillota_A"	149	22	77.22	0.5933644133877	1.7534706331045
"XiaWC_2022_X-37__bin.64"	1204429	1328	"p__Bacillota_A"	91	12	58.05	0.485180749209482	2.87154843630816
"XiaWC_2022_X-37__bin.67"	2030767	1857	"p__Bacillota_A"	106	26	72.91	0.562286639268082	1.90327993897788
"XiaWC_2022_X-37__bin.69"	1342248	1401	"p__Bacillota_A"	91	11	57.32	0.535820773069413	0.808695652173913
"XiaWC_2022_X-37__bin.90"	2006198	1896	"p__Bacillota_A"	148	22	92.41	0.589506352051998	1.80289855072464
"XiaWC_2022_X-37__bin.95"	1673381	1643	"p__Bacillota_A"	121	16	73.21	0.544981083982321	2.09382151029748
"XiaWC_2022_X-37__bin.98"	1866826	1715	"p__Bacillota_A"	115	17	76.76	0.55278361310722	1.73516399694889
"XiaWC_2022_X-39__bin.11"	1730087	1715	"p__Bacillota_A"	115	15	82.15	0.590783883472308	1.55469107551487
"XiaWC_2022_X-39__bin.24"	1239101	1290	"p__Bacillota_A"	80	20	68.64	0.509166337336438	1.22517162471396
"XiaWC_2022_X-39__bin.2"	1890988	1711	"p__Bacillota_A"	126	18	98.52	0.583497796325141	1.42151029748284
"XiaWC_2022_X-39__bin.31"	2775344	2611	"p__Bacillota_A"	122	14	89.35	0.574814744396878	0.557131960335622
"XiaWC_2022_X-39__bin.34"	2128020	1928	"p__Bacillota_A"	106	14	98.93	0.570565334398638	1.32265446224256
"XiaWC_2022_X-39__bin.39"	1566359	1539	"p__Bacillota_A"	138	12	62.17	0.579253342065077	1.30968726163234
"XiaWC_2022_X-39__bin.46"	1777324	1869	"p__Bacillota_A"	142	22	52.27	0.596920727468578	2.41784897025172
"XiaWC_2022_X-39__bin.4"	1941742	1860	"p__Bacillota_A"	137	20	80.92	0.572218317620563	2.17269260106789
"XiaWC_2022_X-39__bin.50"	1554799	1470	"p__Bacillota_A"	118	17	80.56	0.600694315811059	1.2324942791762
"XiaWC_2022_X-39__bin.53"	2624497	2374	"p__Bacillota_A"	114	17	88.6	0.584134424042364	1.5302822273074
"XiaWC_2022_X-39__bin.68"	1943564	1937	"p__Bacillota_A"	116	14	90.29	0.578814270392991	0.93257055682685
"XiaWC_2022_X-39__bin.6"	1945958	1853	"p__Bacillota_A"	137	27	98.38	0.599132154967014	2.41037376048818
"XiaWC_2022_X-39__bin.75"	2549371	2044	"p__Bacteroidota"	94	18	96.09	0.458559542441884	1.50892448512586
"XiaWC_2022_X-39__bin.80"	2637276	2390	"p__Spirochaetota"	111	24	86.21	0.583649266537464	2.23325705568269
"XiaWC_2022_X-39__bin.81"	1397234	1163	"p__Bacillota_A"	83	17	95.22	0.562315192761263	1.91060259344012
"XiaWC_2022_X-43__bin.17"	1422526	1487	"p__Bacillota_A"	120	17	73.36	0.531512413316018	1.71731502669718
"XiaWC_2022_X-43__bin.25"	1391015	1387	"p__Bacillota_A"	113	15	70.94	0.591610937781989	0.717925247902365
"XiaWC_2022_X-43__bin.57"	1402760	1202	"p__Bacillota_A"	122	16	95.21	0.59738535490289	1.36414950419527
"XiaWC_2022_X-43__bin.62"	1669256	1397	"p__Bacillota_A"	108	19	98.06	0.595269936036894	1.67475209763539
"XiaWC_2022_X-43__bin.6"	2007170	1657	"p__Bacteroidota"	91	21	98.74	0.498212543670356	2.23127383676583
"XiaWC_2022_X-43__bin.70"	1196639	1325	"p__Bacillota_A"	106	16	53.57	0.57924484260681	1.10450038138825
"XiaWC_2022_X-43__bin.73"	3121303	2913	"p__Bacillota_A"	109	25	94.81	0.560735397578253	1.51716247139588
"XiaWC_2022_X-43__bin.75"	2363941	2279	"p__Bacillota_A"	138	19	95.1	0.583878624884247	0.964759725400458
"XiaWC_2022_X-43__bin.77"	1718589	1547	"p__Bacillota_A"	105	19	98.42	0.571947141012319	1.88527841342487
"XiaWC_2022_X-43__bin.79"	1505875	1466	"p__Bacillota_A"	149	21	84.95	0.599820803828997	1.77177726926011
"XiaWC_2022_X-43__bin.86"	1407641	1421	"p__Bacillota_A"	115	18	80.38	0.535333161736886	2.16033562166285
"XiaWC_2022_X-43__bin.88"	2939230	2142	"p__Myxococcota"	97	21	83.31	0.509455279319947	1.74660564454615
"XiaWC_2022_X-43__bin.96"	2181710	1749	"p__Verrucomicrobiota"	121	27	94.03	0.566278915470257	1.8602593440122
"XiaWC_2022_X-43__bin.99"	1831622	1634	"p__Bacillota_A"	121	15	99.41	0.576937071362768	1.59160945842868
"XiaWC_2022_X-44__bin.100"	2009339	1846	"p__Bacillota_A"	119	12	77.36	0.534323574453139	1.520823798627
"XiaWC_2022_X-44__bin.101"	1258795	1200	"p__Bacillota_A"	88	19	56.97	0.527695505969493	1.84363081617086
"XiaWC_2022_X-44__bin.102"	1908742	1718	"p__Bacillota_A"	88	13	83.52	0.504224354677998	1.07154843630816
"XiaWC_2022_X-44__bin.105"	1593497	1583	"p__Bacillota_A"	113	22	82.43	0.590809193829702	2.18932112890923
"XiaWC_2022_X-44__bin.107"	1098646	1071	"p__Bacillota_A"	84	13	53.8	0.472523428344816	1.73592677345538
"XiaWC_2022_X-44__bin.113"	1737662	1689	"p__Bacillota_A"	139	21	97.78	0.597342828261738	1.27810831426392
"XiaWC_2022_X-44__bin.115"	1479052	1464	"p__Bacillota_A"	122	16	86.72	0.614561053965354	1.96872616323417
"XiaWC_2022_X-44__bin.116"	1349391	1331	"p__Bacillota_A"	126	17	63.85	0.612429896832584	2.18093058733791
"XiaWC_2022_X-44__bin.11"	1721930	1530	"p__Bacillota_A"	116	17	93.37	0.583363980805889	0.860564454614798
"XiaWC_2022_X-44__bin.125"	1725527	1617	"p__Bacillota_A"	92	16	83.24	0.557640337108192	1.03142639206712
"XiaWC_2022_X-44__bin.17"	1985089	1786	"p__Bacillota_A"	77	15	92.92	0.520135347147438	1.1862700228833
"XiaWC_2022_X-44__bin.18"	1443538	1334	"p__Bacillota_A"	108	15	92.79	0.608662463682058	1.15408085430969
"XiaWC_2022_X-44__bin.19"	1250320	1250	"p__Bacillota_A"	98	20	93.08	0.549655328718177	1.65797101449275
"XiaWC_2022_X-44__bin.21"	1604289	1479	"p__Bacillota_A"	113	15	98.38	0.580846688870074	1.61449275362319
"XiaWC_2022_X-44__bin.35"	1395706	1226	"p__Bacillota_A"	96	15	94.86	0.585338672212337	0.336231884057971
"XiaWC_2022_X-44__bin.38"	2327952	2235	"p__Bacillota_A"	105	17	86.05	0.482099264118602	3.30007627765065
"XiaWC_2022_X-44__bin.41"	1929338	1767	"p__Bacillota_A"	133	19	84.54	0.604638108434229	2.093058733791
"XiaWC_2022_X-44__bin.44"	2038233	1924	"p__Bacillota_A"	107	15	91.96	0.586588358961206	1.79969488939741
"XiaWC_2022_X-44__bin.46"	2054696	1880	"p__Bacillota_A"	131	23	99.41	0.563343641116704	1.43325705568268
"XiaWC_2022_X-44__bin.53"	1750201	1665	"p__Bacillota_A"	128	12	92.19	0.594880280281415	1.22913806254767
"XiaWC_2022_X-44__bin.59"	1963763	1793	"p__Bacillota_A"	139	16	97.16	0.596691117396924	1.10083905415713
"XiaWC_2022_X-44__bin.61"	1939042	1568	"p__Bacteroidota"	88	24	99.2	0.496090005260348	1.64912280701754
"XiaWC_2022_X-44__bin.64"	1783189	1605	"p__Bacillota_A"	102	18	77.05	0.565937028909681	1.35987795575896
"XiaWC_2022_X-44__bin.66"	1964422	1772	"p__Bacillota_A"	141	23	85.13	0.560770934144317	2.08878718535469
"XiaWC_2022_X-44__bin.71"	2845477	2581	"p__Bacillota_A"	116	19	99.44	0.59764725263001	1.74569031273837
"XiaWC_2022_X-44__bin.73"	2328485	2178	"p__Bacillota_A"	123	15	78.59	0.55971063476312	1.11090770404272
"XiaWC_2022_X-44__bin.83"	1714651	1597	"p__Bacillota_A"	93	14	81.66	0.588123477557325	1.00778032036613
"XiaWC_2022_X-44__bin.87"	1969676	1813	"p__Bacillota_A"	101	23	94.98	0.568339830063579	1.81327231121281
"XiaWC_2022_X-44__bin.91"	2662243	2509	"p__Bacillota_A"	132	25	78.95	0.604669253103775	2.09275362318841
"XiaWC_2022_X-44__bin.93"	1590172	1307	"p__Bacillota_A"	119	22	96.97	0.606751320785365	1.84210526315789
"XiaWC_2022_X-44__bin.95"	2510506	2117	"p__Bacteroidota"	127	28	99.76	0.53661053192532	2.14035087719298
"XiaWC_2022_X-44__bin.96"	1498191	1306	"p__Bacillota_A"	107	16	90.78	0.578823569200805	0.794813119755912
"XiaWC_2022_X-44__bin.9"	1761811	1670	"p__Bacillota_A"	116	21	87.16	0.587865905596807	0.866819221967963
"XiaWC_2022_X-45__bin.102"	2383967	2109	"p__Fibrobacterota"	108	24	98.75	0.500390472054492	1.43615560640732
"XiaWC_2022_X-45__bin.107"	1463424	1456	"p__Bacillota_A"	131	19	78.28	0.579733223454085	1.92982456140351
"XiaWC_2022_X-45__bin.17"	2887838	2637	"p__Bacillota_A"	99	19	88.76	0.56013139800565	1.50785659801678
"XiaWC_2022_X-45__bin.18"	1869958	1895	"p__Bacillota_A"	86	19	68.68	0.593712413064814	0.861784897025172
"XiaWC_2022_X-45__bin.26"	2126016	2030	"p__Bacillota_A"	120	16	97.15	0.604112482154687	1.5812356979405
"XiaWC_2022_X-45__bin.34"	1370693	1299	"p__Bacillota_A"	134	15	94.45	0.619780970723399	1.01266209000763
"XiaWC_2022_X-45__bin.37"	1632096	1535	"p__Bacillota_A"	96	14	76.1	0.525169665420645	1.61342486651411
"XiaWC_2022_X-45__bin.38"	1098336	1180	"p__Bacillota_A"	76	13	80.26	0.492466827537488	0.874141876430206
"XiaWC_2022_X-45__bin.40"	1201035	1133	"p__Bacillota_A"	88	26	93.52	0.555344151811257	1.8326468344775
"XiaWC_2022_X-45__bin.41"	1934331	1961	"p__Bacillota_A"	118	19	96.37	0.558594165918849	1.22593440122044
"XiaWC_2022_X-45__bin.49"	2463690	2276	"p__Bacillota_A"	119	19	93.02	0.571762526639712	1.05644546147979
"XiaWC_2022_X-45__bin.4"	1664896	1643	"p__Bacillota_A"	134	15	88.19	0.587349700788988	1.16521739130435
"XiaWC_2022_X-45__bin.51"	2107173	2023	"p__Bacillota_A"	104	18	95.09	0.571038202527651	1.30663615560641
"XiaWC_2022_X-45__bin.54"	1895651	1949	"p__Bacillota_A"	121	14	66.94	0.546663803378841	1.83173150266972
"XiaWC_2022_X-45__bin.55"	710374	713	"p__Bacillota"	94	18	73.81	0.519798072437967	2.32677345537757
"XiaWC_2022_X-45__bin.58"	1449913	1364	"p__Bacillota_A"	88	16	68.37	0.55562042889247	1.91258581235698
"XiaWC_2022_X-45__bin.61"	1573514	1495	"p__Bacillota_A"	125	17	84.31	0.597753824671367	1.43035850495805
"XiaWC_2022_X-45__bin.65"	2836518	2520	"p__Bacillota_A"	132	20	95.37	0.601731315456383	1.5812356979405
"XiaWC_2022_X-45__bin.67"	2882241	2707	"p__Bacillota_A"	132	13	84.38	0.602763355011104	0.997864225781846
"XiaWC_2022_X-45__bin.69"	2094776	1997	"p__Bacillota_A"	131	19	85.54	0.566736537331244	1.59450800915332
"XiaWC_2022_X-45__bin.77"	1182640	1289	"p__Bacillota_A"	81	16	94.38	0.516049864153398	1.3255530129672
"XiaWC_2022_X-45__bin.82"	1742419	1617	"p__Bacillota_A"	126	23	90.84	0.608455470165325	1.35408085430969
"XiaWC_2022_X-45__bin.87"	1747514	1899	"p__Bacillota_A"	119	14	75.66	0.566447316511301	1.12662090007628
"XiaWC_2022_X-45__bin.92"	1553605	1509	"p__Bacillota_A"	115	17	97.84	0.61327486297146	1.34797864225782
"XiaWC_2022_X-45__bin.93"	1302506	1437	"p__Campylobacterota"	69	22	87.44	0.425716883319774	2.74767353165522
"XiaWC_2022_X-45__bin.98"	3248342	2856	"p__Bacillota_A"	137	27	74.95	0.594472715578276	2.20793287566743
"XiaWC_2022_X-45__bin.9"	3465314	3199	"p__Bacillota_A"	122	19	97.01	0.593662571577938	1.37864225781846
"XiaWC_2022_X-48__bin.13"	2027068	2039	"p__Desulfobacterota"	127	33	72.69	0.463735961826273	3.41250953470633
"XiaWC_2022_X-48__bin.16"	1644802	1678	"p__Bacillota_A"	81	17	87.71	0.521410468474392	1.3533180778032
"XiaWC_2022_X-48__bin.17"	1413136	1232	"p__Bacillota_A"	60	13	92.49	0.490602459022713	0.961098398169336
"XiaWC_2022_X-48__bin.1"	1012035	1063	"p__Bacillota_A"	86	14	55.24	0.559187620875208	1.5025171624714
"XiaWC_2022_X-48__bin.28"	1597154	1630	"p__Bacillota_A"	94	21	56.83	0.554455590017927	1.35118230358505
"XiaWC_2022_X-48__bin.36"	1755718	1697	"p__Bacillota_A"	94	15	98.48	0.56271929417531	0.856598016781083
"XiaWC_2022_X-48__bin.37"	2337624	1919	"p__Bacteroidota"	105	20	88.89	0.499254054538144	2.53577421815408
"XiaWC_2022_X-48__bin.49"	1503567	1371	"p__Bacillota_A"	99	13	99.21	0.604762400677906	1.02410373760488
"XiaWC_2022_X-48__bin.54"	1686915	1712	"p__Bacillota_A"	130	12	60.2	0.569867171428878	1.21601830663616
"XiaWC_2022_X-48__bin.56"	1313410	1372	"p__Bacillota_A"	104	22	77.14	0.527301872786064	1.61220442410374
"XiaWC_2022_X-48__bin.57"	1864913	1756	"p__Bacillota_A"	152	24	83.89	0.589424316590405	1.40427154843631
"XiaWC_2022_X-48__bin.67"	2338310	2169	"p__Bacillota_A"	133	16	96.6	0.597286115101031	2.0373760488177
"XiaWC_2022_X-50__bin.13"	2558049	2046	"p__Bacteroidota"	114	31	99.94	0.512238535768673	2.33272311212815
"XiaWC_2022_X-50__bin.14"	1837416	1889	"p__Bacillota_A"	96	18	85.04	0.554752939879426	1.02044241037376
"XiaWC_2022_X-50__bin.17"	1789800	1617	"p__Verrucomicrobiota"	119	23	89.59	0.554366897021763	2.56689549961861
"XiaWC_2022_X-50__bin.25"	1352480	1333	"p__Bacillota_A"	97	17	61.24	0.516806175013432	3.36109839816934
"XiaWC_2022_X-50__bin.27"	1431516	1251	"p__Bacillota_A"	108	20	98.57	0.599052509344683	0.740350877192982
"XiaWC_2022_X-50__bin.30"	1934150	1666	"p__Bacteroidota"	91	28	99.15	0.495078448642067	1.21830663615561
"XiaWC_2022_X-50__bin.47"	2040475	2131	"p__Cyanobacteriota"	114	21	92.15	0.494001158209031	2.03890160183066
"XiaWC_2022_X-50__bin.48"	1830642	1575	"p__Bacillota_A"	103	14	99	0.585519442161488	1.18718535469108
"XiaWC_2022_X-50__bin.53"	2104774	1890	"p__Bacillota_A"	125	22	92.62	0.567074508311334	2.40976353928299
"XiaWC_2022_X-50__bin.55"	1756092	1323	"p__Bacillota_A"	118	20	90.83	0.596291733362215	1.8418001525553
"XiaWC_2022_X-50__bin.56"	2214394	1892	"p__Verrucomicrobiota"	129	28	92.42	0.545804105967667	2.20076277650648
"XiaWC_2022_X-50__bin.58"	1406870	1426	"p__Bacillota_A"	112	14	73.23	0.540613911372352	1.20091533180778
"XiaWC_2022_X-50__bin.5"	1310325	1265	"p__Bacillota_A"	109	18	61.47	0.547473261882619	0.958352402745995
"XiaWC_2022_X-50__bin.67"	938444	959	"p__Bacillota_A"	66	12	90.72	0.47640864097665	2.14248665141114
"XiaWC_2022_X-50__bin.69"	2522506	1969	"p__Bacteroidota"	134	32	98.9	0.525140333711723	2.27170099160946
"XiaWC_2022_X-50__bin.6"	1884803	1670	"p__Bacillota_A"	116	13	97.06	0.565923715336715	1.64088482074752
"XiaWC_2022_X-50__bin.72"	1393996	1325	"p__Bacillota_A"	92	14	90.61	0.54386558144264	0.933180778032037
"XiaWC_2022_X-50__bin.76"	1602497	1679	"p__Thermoplasmatota"	68	14	94.65	0.437844908684035	0.87673531655225
"XiaWC_2022_X-50__bin.82"	1890489	1760	"p__Bacillota_A"	118	12	84.1	0.572070156992759	1.12311212814645
"XiaWC_2022_X-50__bin.86"	1540794	1372	"p__Bacillota_A"	114	16	94.53	0.594382422083101	1.37482837528604
"XiaWC_2022_X-50__bin.90"	1766582	1711	"p__Bacillota_A"	106	15	57.69	0.575926507325353	1.15774218154081
"XiaWC_2022_X-53__bin.18"	2088940	1822	"p__Spirochaetota"	92	14	86.9	0.579785797326912	0.853852021357742
"XiaWC_2022_X-53__bin.24"	1813129	1683	"p__Bacillota_A"	130	14	93.99	0.600951654432801	0.662090007627765
"XiaWC_2022_X-53__bin.28"	1730062	1573	"p__Bacillota_A"	124	16	84.11	0.575165638327311	1.29610983981693
